t0_3h,future_3h,realized_score
14,5411,2.500000
14,5842,2.500000
14,6309,2.500000
14,6812,2.500000
14,7355,2.500000
14,7942,2.500000
14,8576,2.500000
14,9260,2.500000
14,9999,2.500000
15,0,-0.359302
15,1,-0.329709
15,2,-0.302590
15,3,-0.277016
15,4,-0.252439
15,5,-0.228517
15,6,-0.205030
15,7,-0.181835
15,8,-0.158837
15,9,-0.135970
15,10,-0.113194
15,11,-0.090480
15,12,-0.067811
15,13,-0.045178
15,14,-0.022574
15,15,0.000000
15,16,0.022544
15,17,0.045054
15,19,0.089954
15,21,0.134658
15,22,0.156921
15,24,0.201237
15,26,0.245234
15,28,0.288866
15,31,0.353542
15,33,0.396093
15,36,0.458990
15,39,0.520701
15,42,0.581157
15,45,0.640309
15,49,0.717091
15,53,0.791441
15,57,0.863342
15,62,0.949782
15,67,1.032458
15,73,1.126828
15,78,1.201569
15,85,1.300523
15,92,1.393204
15,99,1.480027
15,107,1.572609
15,116,1.669009
15,125,1.757978
15,135,1.849029
15,146,1.940777
15,157,2.024789
15,170,2.115427
15,184,2.204047
15,199,2.290240
15,214,2.368796
15,232,2.454639
15,250,2.500000
15,270,2.500000
15,292,2.500000
15,315,2.500000
15,340,2.500000
15,368,2.500000
15,397,2.500000
15,429,2.500000
15,463,2.500000
15,500,2.500000
15,540,2.500000
15,583,2.500000
15,630,2.500000
15,680,2.500000
15,735,2.500000
15,793,2.500000
15,857,2.500000
15,925,2.500000
15,999,2.500000
15,1079,2.500000
15,1165,2.500000
15,1258,2.500000
15,1358,2.500000
15,1467,2.500000
15,1584,2.500000
15,1710,2.500000
15,1847,2.500000
15,1994,2.500000
15,2153,2.500000
15,2325,2.500000
15,2511,2.500000
15,2711,2.500000
15,2928,2.500000
15,3161,2.500000
15,3414,2.500000
15,3686,2.500000
15,3980,2.500000
15,4298,2.500000
15,4641,2.500000
15,5011,2.500000
15,5411,2.500000
15,5842,2.500000
15,6309,2.500000
15,6812,2.500000
15,7355,2.500000
15,7942,2.500000
15,8576,2.500000
15,9260,2.500000
15,9999,2.500000
16,0,-0.392999
16,1,-0.361083
16,2,-0.332137
16,3,-0.305099
16,4,-0.279337
16,5,-0.254450
16,6,-0.230176
16,7,-0.206339
16,8,-0.182821
16,9,-0.159538
16,10,-0.136433
16,11,-0.113465
16,12,-0.090607
16,13,-0.067842
16,14,-0.045156
16,15,-0.022544
16,16,0.000000
16,17,0.022476
16,19,0.067222
16,21,0.111675
16,22,0.133783
16,24,0.177742
16,26,0.221329
16,28,0.264509
16,31,0.328449
16,33,0.370480
16,36,0.432571
16,39,0.493453
16,42,0.553073
16,45,0.611388
16,49,0.687066
16,53,0.760337
16,57,0.831190
16,62,0.916377
16,67,0.997865
16,73,1.090902
16,78,1.164611
16,85,1.262235
16,92,1.353719
16,99,1.439467
16,107,1.530960
16,116,1.626295
16,125,1.714350
16,135,1.804538
16,146,1.895497
16,157,1.978861
16,170,2.068881
16,184,2.156981
16,199,2.242748
16,214,2.320982
16,232,2.406542
16,250,2.484525
16,270,2.500000
16,292,2.500000
16,315,2.500000
16,340,2.500000
16,368,2.500000
16,397,2.500000
16,429,2.500000
16,463,2.500000
16,500,2.500000
16,540,2.500000
16,583,2.500000
16,630,2.500000
16,680,2.500000
16,735,2.500000
16,793,2.500000
16,857,2.500000
16,925,2.500000
16,999,2.500000
16,1079,2.500000
16,1165,2.500000
16,1258,2.500000
16,1358,2.500000
16,1467,2.500000
16,1584,2.500000
16,1710,2.500000
16,1847,2.500000
16,1994,2.500000
16,2153,2.500000
16,2325,2.500000
16,2511,2.500000
16,2711,2.500000
16,2928,2.500000
16,3161,2.500000
16,3414,2.500000
16,3686,2.500000
16,3980,2.500000
16,4298,2.500000
16,4641,2.500000
16,5011,2.500000
16,5411,2.500000
16,5842,2.500000
16,6309,2.500000
16,6812,2.500000
16,7355,2.500000
16,7942,2.500000
16,8576,2.500000
16,9260,2.500000
16,9999,2.500000
17,0,-0.427042
17,1,-0.392804
17,2,-0.362021
17,3,-0.333505
17,4,-0.306538
17,5,-0.280662
17,6,-0.255575
17,7,-0.231069
17,8,-0.207002
17,9,-0.183271
17,10,-0.159804
17,11,-0.136550
17,12,-0.113471
17,13,-0.090540
17,14,-0.067739
17,15,-0.045054
17,16,-0.022476
17,17,0.000000
17,19,0.044658
17,21,0.088928
17,22,0.110915
17,24,0.154583
17,26,0.197824
17,28,0.240615
17,31,0.303911
17,33,0.345482
17,36,0.406851
17,39,0.466987
17,42,0.525848
17,45,0.583402
17,49,0.658070
17,53,0.730349
17,57,0.800238
17,62,0.884266
17,67,0.964654
17,73,1.056453
17,78,1.129201
17,85,1.225587
17,92,1.315952
17,99,1.400695
17,107,1.491168
17,116,1.585504
17,125,1.672699
17,135,1.762077
17,146,1.852292
17,157,1.935045
17,170,2.024484
17,184,2.112093
17,199,2.197458
17,214,2.275387
17,232,2.360678
17,250,2.438470
17,270,2.500000
17,292,2.500000
17,315,2.500000
17,340,2.500000
17,368,2.500000
17,397,2.500000
17,429,2.500000
17,463,2.500000
17,500,2.500000
17,540,2.500000
17,583,2.500000
17,630,2.500000
17,680,2.500000
17,735,2.500000
17,793,2.500000
17,857,2.500000
17,925,2.500000
17,999,2.500000
17,1079,2.500000
17,1165,2.500000
17,1258,2.500000
17,1358,2.500000
17,1467,2.500000
17,1584,2.500000
17,1710,2.500000
17,1847,2.500000
17,1994,2.500000
17,2153,2.500000
17,2325,2.500000
17,2511,2.500000
17,2711,2.500000
17,2928,2.500000
17,3161,2.500000
17,3414,2.500000
17,3686,2.500000
17,3980,2.500000
17,4298,2.500000
17,4641,2.500000
17,5011,2.500000
17,5411,2.500000
17,5842,2.500000
17,6309,2.500000
17,6812,2.500000
17,7355,2.500000
17,7942,2.500000
17,8576,2.500000
17,9260,2.500000
17,9999,2.500000
19,0,-0.495900
19,1,-0.457033
19,2,-0.422568
19,3,-0.391066
19,4,-0.361648
19,5,-0.333743
19,6,-0.306968
19,7,-0.281057
19,8,-0.255819
19,9,-0.231117
19,10,-0.206849
19,11,-0.182941
19,12,-0.159335
19,13,-0.135989
19,14,-0.112871
19,15,-0.089954
19,16,-0.067222
19,17,-0.044658
19,19,0.000000
19,21,0.044077
19,22,0.065908
19,24,0.109162
19,26,0.151879
19,28,0.194057
19,31,0.256303
19,33,0.297108
19,36,0.357260
19,39,0.416121
19,42,0.473671
19,45,0.529898
19,49,0.602796
19,53,0.673327
19,57,0.741505
19,62,0.823468
19,67,0.901888
19,73,0.991464
19,78,1.062481
19,85,1.156629
19,92,1.244967
19,99,1.327885
19,107,1.416501
19,116,1.509016
19,125,1.594642
19,135,1.682535
19,146,1.771390
19,157,1.853021
19,170,1.941390
19,184,2.028097
19,199,2.112720
19,214,2.190087
19,232,2.274882
19,250,2.352320
19,270,2.431185
19,292,2.500000
19,315,2.500000
19,340,2.500000
19,368,2.500000
19,397,2.500000
19,429,2.500000
19,463,2.500000
19,500,2.500000
19,540,2.500000
19,583,2.500000
19,630,2.500000
19,680,2.500000
19,735,2.500000
19,793,2.500000
19,857,2.500000
19,925,2.500000
19,999,2.500000
19,1079,2.500000
19,1165,2.500000
19,1258,2.500000
19,1358,2.500000
19,1467,2.500000
19,1584,2.500000
19,1710,2.500000
19,1847,2.500000
19,1994,2.500000
19,2153,2.500000
19,2325,2.500000
19,2511,2.500000
19,2711,2.500000
19,2928,2.500000
19,3161,2.500000
19,3414,2.500000
19,3686,2.500000
19,3980,2.500000
19,4298,2.500000
19,4641,2.500000
19,5011,2.500000
19,5411,2.500000
19,5842,2.500000
19,6309,2.500000
19,6812,2.500000
19,7355,2.500000
19,7942,2.500000
19,8576,2.500000
19,9260,2.500000
19,9999,2.500000
21,0,-0.565413
21,1,-0.521963
21,2,-0.483825
21,3,-0.449323
21,4,-0.417421
21,5,-0.387440
21,6,-0.358920
21,7,-0.331537
21,8,-0.305055
21,9,-0.279303
21,10,-0.254152
21,11,-0.229503
21,12,-0.205282
21,13,-0.181429
21,14,-0.157900
21,15,-0.134658
21,16,-0.111675
21,17,-0.088928
21,19,-0.044077
21,21,0.000000
21,22,0.021770
21,24,0.064802
21,26,0.107183
21,28,0.148933
21,31,0.210400
21,33,0.250617
21,36,0.309806
21,39,0.367637
21,42,0.424113
21,45,0.479240
21,49,0.550653
21,53,0.619702
21,57,0.686422
21,62,0.766611
21,67,0.843330
21,73,0.930975
21,78,1.000481
21,85,1.092668
21,92,1.179225
21,99,1.260533
21,107,1.347506
21,116,1.438405
21,125,1.522635
21,135,1.609205
21,146,1.696843
21,157,1.777471
21,170,1.864880
21,184,1.950776
21,199,2.034732
21,214,2.111593
21,232,2.195940
21,250,2.273059
21,270,2.351675
21,292,2.430981
21,315,2.500000
21,340,2.500000
21,368,2.500000
21,397,2.500000
21,429,2.500000
21,463,2.500000
21,500,2.500000
21,540,2.500000
21,583,2.500000
21,630,2.500000
21,680,2.500000
21,735,2.500000
21,793,2.500000
21,857,2.500000
21,925,2.500000
21,999,2.500000
21,1079,2.500000
21,1165,2.500000
21,1258,2.500000
21,1358,2.500000
21,1467,2.500000
21,1584,2.500000
21,1710,2.500000
21,1847,2.500000
21,1994,2.500000
21,2153,2.500000
21,2325,2.500000
21,2511,2.500000
21,2711,2.500000
21,2928,2.500000
21,3161,2.500000
21,3414,2.500000
21,3686,2.500000
21,3980,2.500000
21,4298,2.500000
21,4641,2.500000
21,5011,2.500000
21,5411,2.500000
21,5842,2.500000
21,6309,2.500000
21,6812,2.500000
21,7355,2.500000
21,7942,2.500000
21,8576,2.500000
21,9260,2.500000
21,9999,2.500000
22,0,-0.600297
22,1,-0.554578
22,2,-0.514614
22,3,-0.478614
22,4,-0.445465
22,5,-0.414436
22,6,-0.385029
22,7,-0.356892
22,8,-0.329768
22,9,-0.303469
22,10,-0.277851
22,11,-0.252807
22,12,-0.228251
22,13,-0.204117
22,14,-0.180354
22,15,-0.156921
22,16,-0.133783
22,17,-0.110915
22,19,-0.065908
22,21,-0.021770
22,22,0.000000
22,24,0.042981
22,26,0.085254
22,28,0.126848
22,31,0.188013
22,33,0.227991
22,36,0.286781
22,39,0.344176
22,42,0.400192
22,45,0.454840
22,49,0.525604
22,53,0.593999
22,57,0.660071
22,62,0.739469
22,67,0.815424
22,73,0.902199
22,78,0.971022
22,85,1.062320
22,92,1.148065
22,99,1.228638
22,107,1.314861
22,116,1.405019
22,125,1.488609
22,135,1.574570
22,146,1.661648
22,157,1.741813
22,170,1.828779
22,184,1.914300
22,199,1.997947
22,214,2.074573
22,232,2.158712
22,250,2.235683
22,270,2.314183
22,292,2.393403
22,315,2.469560
22,340,2.500000
22,368,2.500000
22,397,2.500000
22,429,2.500000
22,463,2.500000
22,500,2.500000
22,540,2.500000
22,583,2.500000
22,630,2.500000
22,680,2.500000
22,735,2.500000
22,793,2.500000
22,857,2.500000
22,925,2.500000
22,999,2.500000
22,1079,2.500000
22,1165,2.500000
22,1258,2.500000
22,1358,2.500000
22,1467,2.500000
22,1584,2.500000
22,1710,2.500000
22,1847,2.500000
22,1994,2.500000
22,2153,2.500000
22,2325,2.500000
22,2511,2.500000
22,2711,2.500000
22,2928,2.500000
22,3161,2.500000
22,3414,2.500000
22,3686,2.500000
22,3980,2.500000
22,4298,2.500000
22,4641,2.500000
22,5011,2.500000
22,5411,2.500000
22,5842,2.500000
22,6309,2.500000
22,6812,2.500000
22,7355,2.500000
22,7942,2.500000
22,8576,2.500000
22,9260,2.500000
22,9999,2.500000
24,0,-0.670125
24,1,-0.619925
24,2,-0.576343
24,3,-0.537359
24,4,-0.501716
24,5,-0.468581
24,6,-0.437382
24,7,-0.407713
24,8,-0.379275
24,9,-0.351847
24,10,-0.325261
24,11,-0.299384
24,12,-0.274117
24,13,-0.249377
24,14,-0.225101
24,15,-0.201237
24,16,-0.177742
24,17,-0.154583
24,19,-0.109162
24,21,-0.064802
24,22,-0.042981
24,24,0.000000
24,26,0.042157
24,28,0.083541
24,31,0.144249
24,33,0.183846
24,36,0.241980
24,39,0.298640
24,42,0.353865
24,45,0.407686
24,49,0.477310
24,53,0.544550
24,57,0.609467
24,62,0.687447
24,67,0.762029
24,73,0.847230
24,78,0.914814
24,85,1.004493
24,92,1.088758
24,99,1.167987
24,107,1.252832
24,116,1.341628
24,125,1.424037
24,135,1.508876
24,146,1.594919
24,157,1.674226
24,170,1.760370
24,184,1.845196
24,199,1.928268
24,214,2.004458
24,232,2.088210
24,250,2.164904
24,270,2.243188
24,292,2.322249
24,315,2.398297
24,340,2.474542
24,368,2.500000
24,397,2.500000
24,429,2.500000
24,463,2.500000
24,500,2.500000
24,540,2.500000
24,583,2.500000
24,630,2.500000
24,680,2.500000
24,735,2.500000
24,793,2.500000
24,857,2.500000
24,925,2.500000
24,999,2.500000
24,1079,2.500000
24,1165,2.500000
24,1258,2.500000
24,1358,2.500000
24,1467,2.500000
24,1584,2.500000
24,1710,2.500000
24,1847,2.500000
24,1994,2.500000
24,2153,2.500000
24,2325,2.500000
24,2511,2.500000
24,2711,2.500000
24,2928,2.500000
24,3161,2.500000
24,3414,2.500000
24,3686,2.500000
24,3980,2.500000
24,4298,2.500000
24,4641,2.500000
24,5011,2.500000
24,5411,2.500000
24,5842,2.500000
24,6309,2.500000
24,6812,2.500000
24,7355,2.500000
24,7942,2.500000
24,8576,2.500000
24,9260,2.500000
24,9999,2.500000
26,0,-0.739817
26,1,-0.685222
26,2,-0.638074
26,3,-0.596138
26,4,-0.558013
26,5,-0.522771
26,6,-0.489769
26,7,-0.458547
26,8,-0.428769
26,9,-0.400179
26,10,-0.372586
26,11,-0.345836
26,12,-0.319812
26,13,-0.294419
26,14,-0.269580
26,15,-0.245234
26,16,-0.221329
26,17,-0.197824
26,19,-0.151879
26,21,-0.107183
26,22,-0.085254
26,24,-0.042157
26,26,0.000000
26,28,0.041289
26,31,0.101709
26,33,0.141037
26,36,0.198677
26,39,0.254761
26,42,0.309348
26,45,0.362488
26,49,0.431160
26,53,0.497422
26,57,0.561353
26,62,0.638110
26,67,0.711497
26,73,0.795322
26,78,0.861815
26,85,0.950064
26,92,1.033016
26,99,1.111048
26,107,1.194662
26,116,1.282239
26,125,1.363588
26,135,1.447417
26,146,1.532525
26,157,1.611058
26,170,1.696458
26,184,1.780651
26,199,1.863202
26,214,1.938995
26,232,2.022394
26,250,2.098835
26,270,2.176923
26,292,2.255837
26,315,2.331785
26,340,2.407962
26,368,2.486650
26,397,2.500000
26,429,2.500000
26,463,2.500000
26,500,2.500000
26,540,2.500000
26,583,2.500000
26,630,2.500000
26,680,2.500000
26,735,2.500000
26,793,2.500000
26,857,2.500000
26,925,2.500000
26,999,2.500000
26,1079,2.500000
26,1165,2.500000
26,1258,2.500000
26,1358,2.500000
26,1467,2.500000
26,1584,2.500000
26,1710,2.500000
26,1847,2.500000
26,1994,2.500000
26,2153,2.500000
26,2325,2.500000
26,2511,2.500000
26,2711,2.500000
26,2928,2.500000
26,3161,2.500000
26,3414,2.500000
26,3686,2.500000
26,3980,2.500000
26,4298,2.500000
26,4641,2.500000
26,5011,2.500000
26,5411,2.500000
26,5842,2.500000
26,6309,2.500000
26,6812,2.500000
26,7355,2.500000
26,7942,2.500000
26,8576,2.500000
26,9260,2.500000
26,9999,2.500000
28,0,-0.809158
28,1,-0.750262
28,2,-0.699612
28,3,-0.654763
28,4,-0.614181
28,5,-0.576842
28,6,-0.542037
28,7,-0.509255
28,8,-0.478120
28,9,-0.448349
28,10,-0.419722
28,11,-0.392070
28,12,-0.365257
28,13,-0.339174
28,14,-0.313735
28,15,-0.288866
28,16,-0.264509
28,17,-0.240615
28,19,-0.194057
28,21,-0.148933
28,22,-0.126848
28,24,-0.083541
28,26,-0.041289
28,28,0.000000
28,31,0.060275
28,33,0.099428
28,36,0.156712
28,39,0.212354
28,42,0.266433
28,45,0.319018
28,49,0.386899
28,53,0.452333
28,57,0.515422
28,62,0.591123
28,67,0.663471
28,73,0.746091
28,78,0.811624
28,85,0.898607
28,92,0.980391
28,99,1.057354
28,107,1.139867
28,116,1.226348
28,125,1.306743
28,135,1.389658
28,146,1.473921
28,157,1.551751
28,170,1.636476
28,184,1.720095
28,199,1.802170
28,214,1.877600
28,232,1.960676
28,250,2.036886
28,270,2.114793
28,292,2.193574
28,315,2.269430
28,340,2.345544
28,368,2.424190
28,397,2.499436
28,429,2.500000
28,463,2.500000
28,500,2.500000
28,540,2.500000
28,583,2.500000
28,630,2.500000
28,680,2.500000
28,735,2.500000
28,793,2.500000
28,857,2.500000
28,925,2.500000
28,999,2.500000
28,1079,2.500000
28,1165,2.500000
28,1258,2.500000
28,1358,2.500000
28,1467,2.500000
28,1584,2.500000
28,1710,2.500000
28,1847,2.500000
28,1994,2.500000
28,2153,2.500000
28,2325,2.500000
28,2511,2.500000
28,2711,2.500000
28,2928,2.500000
28,3161,2.500000
28,3414,2.500000
28,3686,2.500000
28,3980,2.500000
28,4298,2.500000
28,4641,2.500000
28,5011,2.500000
28,5411,2.500000
28,5842,2.500000
28,6309,2.500000
28,6812,2.500000
28,7355,2.500000
28,7942,2.500000
28,8576,2.500000
28,9260,2.500000
28,9999,2.500000
31,0,-0.912135
31,1,-0.846978
31,2,-0.791209
31,3,-0.742086
31,4,-0.697881
31,5,-0.657436
31,6,-0.619946
31,7,-0.584828
31,8,-0.551651
31,9,-0.520088
31,10,-0.489885
31,11,-0.460843
31,12,-0.432805
31,13,-0.405642
31,14,-0.379249
31,15,-0.353542
31,16,-0.328449
31,17,-0.303911
31,19,-0.256303
31,21,-0.210400
31,22,-0.188013
31,24,-0.144249
31,26,-0.101709
31,28,-0.060275
31,31,0.000000
31,33,0.039035
31,36,0.095999
31,39,0.151186
31,42,0.204708
31,45,0.256656
31,49,0.323603
31,53,0.388038
31,57,0.450089
31,62,0.524474
31,67,0.595512
31,73,0.676595
31,78,0.740896
31,85,0.826244
31,92,0.906510
31,99,0.982077
31,107,1.063145
31,116,1.148184
31,125,1.227317
31,135,1.309023
31,146,1.392163
31,157,1.469057
31,170,1.552879
31,184,1.635728
31,199,1.717165
31,214,1.792108
31,232,1.874750
31,250,1.950648
31,270,2.028312
31,292,2.106911
31,315,2.182644
31,340,2.258671
31,368,2.337259
31,397,2.412471
31,429,2.489274
31,463,2.500000
31,500,2.500000
31,540,2.500000
31,583,2.500000
31,630,2.500000
31,680,2.500000
31,735,2.500000
31,793,2.500000
31,857,2.500000
31,925,2.500000
31,999,2.500000
31,1079,2.500000
31,1165,2.500000
31,1258,2.500000
31,1358,2.500000
31,1467,2.500000
31,1584,2.500000
31,1710,2.500000
31,1847,2.500000
31,1994,2.500000
31,2153,2.500000
31,2325,2.500000
31,2511,2.500000
31,2711,2.500000
31,2928,2.500000
31,3161,2.500000
31,3414,2.500000
31,3686,2.500000
31,3980,2.500000
31,4298,2.500000
31,4641,2.500000
31,5011,2.500000
31,5411,2.500000
31,5842,2.500000
31,6309,2.500000
31,6812,2.500000
31,7355,2.500000
31,7942,2.500000
31,8576,2.500000
31,9260,2.500000
31,9999,2.500000
33,0,-0.979897
33,1,-0.910700
33,2,-0.851615
33,3,-0.799714
33,4,-0.753145
33,5,-0.710666
33,6,-0.671409
33,7,-0.634747
33,8,-0.600214
33,9,-0.567453
33,10,-0.536192
33,11,-0.506211
33,12,-0.477339
33,13,-0.449435
33,14,-0.422385
33,15,-0.396093
33,16,-0.370480
33,17,-0.345482
33,19,-0.297108
33,21,-0.250617
33,22,-0.227991
33,24,-0.183846
33,26,-0.141037
33,28,-0.099428
33,31,-0.039035
33,33,0.000000
33,36,0.056869
33,39,0.111869
33,42,0.165133
33,45,0.216768
33,49,0.283234
33,53,0.347138
33,57,0.408626
33,62,0.482285
33,67,0.552590
33,73,0.632805
33,78,0.696403
33,85,0.780812
33,92,0.860201
33,99,0.934958
33,107,1.015182
33,116,1.099376
33,125,1.177767
33,135,1.258760
33,146,1.341234
33,157,1.417572
33,170,1.500857
33,184,1.583248
33,199,1.664304
33,214,1.738954
33,232,1.821337
33,250,1.897048
33,270,1.974565
33,292,2.053055
33,315,2.128713
33,340,2.204688
33,368,2.283241
33,397,2.358432
33,429,2.435222
33,463,2.500000
33,500,2.500000
33,540,2.500000
33,583,2.500000
33,630,2.500000
33,680,2.500000
33,735,2.500000
33,793,2.500000
33,857,2.500000
33,925,2.500000
33,999,2.500000
33,1079,2.500000
33,1165,2.500000
33,1258,2.500000
33,1358,2.500000
33,1467,2.500000
33,1584,2.500000
33,1710,2.500000
33,1847,2.500000
33,1994,2.500000
33,2153,2.500000
33,2325,2.500000
33,2511,2.500000
33,2711,2.500000
33,2928,2.500000
33,3161,2.500000
33,3414,2.500000
33,3686,2.500000
33,3980,2.500000
33,4298,2.500000
33,4641,2.500000
33,5011,2.500000
33,5411,2.500000
33,5842,2.500000
33,6309,2.500000
33,6812,2.500000
33,7355,2.500000
33,7942,2.500000
33,8576,2.500000
33,9260,2.500000
33,9999,2.500000
36,0,-1.079942
36,1,-1.004889
36,2,-0.940986
36,3,-0.885035
36,4,-0.835009
36,5,-0.789544
36,6,-0.747685
36,7,-0.708741
36,8,-0.672194
36,9,-0.637650
36,10,-0.604802
36,11,-0.573409
36,12,-0.543276
36,13,-0.514244
36,14,-0.486185
36,15,-0.458990
36,16,-0.432571
36,17,-0.406851
36,19,-0.357260
36,21,-0.309806
36,22,-0.286781
36,24,-0.241980
36,26,-0.198677
36,28,-0.156712
36,31,-0.095999
36,33,-0.056869
36,36,0.000000
36,39,0.054861
36,42,0.107876
36,45,0.159178
36,49,0.225099
36,53,0.288375
36,57,0.349182
36,62,0.421942
36,67,0.491325
36,73,0.570436
36,78,0.633131
36,85,0.716324
36,92,0.794569
36,99,0.868263
36,107,0.947376
36,116,1.030451
36,125,1.107856
36,135,1.187897
36,146,1.269482
36,157,1.345076
36,170,1.427640
36,184,1.509413
36,199,1.589954
36,214,1.664210
36,232,1.746240
36,250,1.821697
36,270,1.899015
36,292,1.977356
36,315,2.052912
36,340,2.128818
36,368,2.207323
36,397,2.282484
36,429,2.359257
36,463,2.434783
36,500,2.500000
36,540,2.500000
36,583,2.500000
36,630,2.500000
36,680,2.500000
36,735,2.500000
36,793,2.500000
36,857,2.500000
36,925,2.500000
36,999,2.500000
36,1079,2.500000
36,1165,2.500000
36,1258,2.500000
36,1358,2.500000
36,1467,2.500000
36,1584,2.500000
36,1710,2.500000
36,1847,2.500000
36,1994,2.500000
36,2153,2.500000
36,2325,2.500000
36,2511,2.500000
36,2711,2.500000
36,2928,2.500000
36,3161,2.500000
36,3414,2.500000
36,3686,2.500000
36,3980,2.500000
36,4298,2.500000
36,4641,2.500000
36,5011,2.500000
36,5411,2.500000
36,5842,2.500000
36,6309,2.500000
36,6812,2.500000
36,7355,2.500000
36,7942,2.500000
36,8576,2.500000
36,9260,2.500000
36,9999,2.500000
39,0,-1.177832
39,1,-1.097174
39,2,-1.028643
39,3,-0.968790
39,4,-0.915422
39,5,-0.867060
39,6,-0.822669
39,7,-0.781494
39,8,-0.742971
39,9,-0.706669
39,10,-0.672252
39,11,-0.639454
39,12,-0.608059
39,13,-0.577894
39,14,-0.548814
39,15,-0.520701
39,16,-0.493453
39,17,-0.466987
39,19,-0.416121
39,21,-0.367637
39,22,-0.344176
39,24,-0.298640
39,26,-0.254761
39,28,-0.212354
39,31,-0.151186
39,33,-0.111869
39,36,-0.054861
39,39,0.000000
39,42,0.052905
39,45,0.104009
39,49,0.169561
39,53,0.232380
39,57,0.292667
39,62,0.364721
39,67,0.433364
39,73,0.511570
39,78,0.573517
39,85,0.655692
39,92,0.732969
39,99,0.805758
39,107,0.883918
39,116,0.966029
39,125,1.042580
39,135,1.121795
39,146,1.202604
39,157,1.277546
39,170,1.359475
39,184,1.440705
39,199,1.520791
39,214,1.594698
39,232,1.676416
39,250,1.751647
39,270,1.828787
39,292,1.906996
39,315,1.982461
39,340,2.058303
39,368,2.136765
39,397,2.211901
39,429,2.288658
39,463,2.364176
39,500,2.440318
39,540,2.500000
39,583,2.500000
39,630,2.500000
39,680,2.500000
39,735,2.500000
39,793,2.500000
39,857,2.500000
39,925,2.500000
39,999,2.500000
39,1079,2.500000
39,1165,2.500000
39,1258,2.500000
39,1358,2.500000
39,1467,2.500000
39,1584,2.500000
39,1710,2.500000
39,1847,2.500000
39,1994,2.500000
39,2153,2.500000
39,2325,2.500000
39,2511,2.500000
39,2711,2.500000
39,2928,2.500000
39,3161,2.500000
39,3414,2.500000
39,3686,2.500000
39,3980,2.500000
39,4298,2.500000
39,4641,2.500000
39,5011,2.500000
39,5411,2.500000
39,5842,2.500000
39,6309,2.500000
39,6812,2.500000
39,7355,2.500000
39,7942,2.500000
39,8576,2.500000
39,9260,2.500000
39,9999,2.500000
42,0,-1.273372
42,1,-1.187356
42,2,-1.114392
42,3,-1.050791
42,4,-0.994202
42,5,-0.943042
42,6,-0.896195
42,7,-0.852851
42,8,-0.812400
42,9,-0.774377
42,10,-0.738418
42,11,-0.704232
42,12,-0.671588
42,13,-0.640294
42,14,-0.610194
42,15,-0.581157
42,16,-0.553073
42,17,-0.525848
42,19,-0.473671
42,21,-0.424113
42,22,-0.400192
42,24,-0.353865
42,26,-0.309348
42,28,-0.266433
42,31,-0.204708
42,33,-0.165133
42,36,-0.107876
42,39,-0.052905
42,42,0.000000
42,45,0.051015
42,49,0.116341
42,53,0.178842
42,57,0.238743
42,62,0.310252
42,67,0.378304
42,73,0.455774
42,78,0.517102
42,85,0.598426
42,92,0.674885
42,99,0.746902
42,107,0.824245
42,116,0.905523
42,125,0.981334
42,135,1.059827
42,146,1.139957
42,157,1.214326
42,170,1.295698
42,184,1.376446
42,199,1.456131
42,214,1.529727
42,232,1.611167
42,250,1.686197
42,270,1.763179
42,292,1.841269
42,315,1.916653
42,340,1.992438
42,368,2.070862
42,397,2.145974
42,429,2.222717
42,463,2.298226
42,500,2.374364
42,540,2.450617
42,583,2.500000
42,630,2.500000
42,680,2.500000
42,735,2.500000
42,793,2.500000
42,857,2.500000
42,925,2.500000
42,999,2.500000
42,1079,2.500000
42,1165,2.500000
42,1258,2.500000
42,1358,2.500000
42,1467,2.500000
42,1584,2.500000
42,1710,2.500000
42,1847,2.500000
42,1994,2.500000
42,2153,2.500000
42,2325,2.500000
42,2511,2.500000
42,2711,2.500000
42,2928,2.500000
42,3161,2.500000
42,3414,2.500000
42,3686,2.500000
42,3980,2.500000
42,4298,2.500000
42,4641,2.500000
42,5011,2.500000
42,5411,2.500000
42,5842,2.500000
42,6309,2.500000
42,6812,2.500000
42,7355,2.500000
42,7942,2.500000
42,8576,2.500000
42,9260,2.500000
42,9999,2.500000
45,0,-1.366424
45,1,-1.275298
45,2,-1.198094
45,3,-1.130899
45,4,-1.071216
45,5,-1.017359
45,6,-0.968141
45,7,-0.922695
45,8,-0.880372
45,9,-0.840672
45,10,-0.803205
45,11,-0.767660
45,12,-0.733786
45,13,-0.701378
45,14,-0.670266
45,15,-0.640309
45,16,-0.611388
45,17,-0.583402
45,19,-0.529898
45,21,-0.479240
45,22,-0.454840
45,24,-0.407686
45,26,-0.362488
45,28,-0.319018
45,31,-0.256656
45,33,-0.216768
45,36,-0.159178
45,39,-0.104009
45,42,-0.051015
45,45,0.000000
45,49,0.065218
45,53,0.127514
45,57,0.187141
45,62,0.258236
45,67,0.325824
45,73,0.402698
45,78,0.463518
45,85,0.544130
45,92,0.619898
45,99,0.691257
45,107,0.767898
45,116,0.848457
45,125,0.923623
45,135,1.001486
45,146,1.081021
45,157,1.154886
45,170,1.235765
45,184,1.316088
45,199,1.395415
45,214,1.468736
45,232,1.549927
45,250,1.624777
45,270,1.701618
45,292,1.779602
45,315,1.854912
45,340,1.930647
45,368,2.009036
45,397,2.084127
45,429,2.160857
45,463,2.236359
