t0_3h,future_3h,realized_score
45,500,2.312493
45,540,2.388743
45,583,2.464695
45,630,2.500000
45,680,2.500000
45,735,2.500000
45,793,2.500000
45,857,2.500000
45,925,2.500000
45,999,2.500000
45,1079,2.500000
45,1165,2.500000
45,1258,2.500000
45,1358,2.500000
45,1467,2.500000
45,1584,2.500000
45,1710,2.500000
45,1847,2.500000
45,1994,2.500000
45,2153,2.500000
45,2325,2.500000
45,2511,2.500000
45,2711,2.500000
45,2928,2.500000
45,3161,2.500000
45,3414,2.500000
45,3686,2.500000
45,3980,2.500000
45,4298,2.500000
45,4641,2.500000
45,5011,2.500000
45,5411,2.500000
45,5842,2.500000
45,6309,2.500000
45,6812,2.500000
45,7355,2.500000
45,7942,2.500000
45,8576,2.500000
45,9260,2.500000
45,9999,2.500000
49,0,-1.486476
49,1,-1.388911
49,2,-1.306352
49,3,-1.234606
49,4,-1.170994
49,5,-1.113705
49,6,-1.061461
49,7,-1.013327
49,8,-0.968601
49,9,-0.926743
49,10,-0.887330
49,11,-0.850024
49,12,-0.814552
49,13,-0.780691
49,14,-0.748256
49,15,-0.717091
49,16,-0.687066
49,17,-0.658070
49,19,-0.602796
49,21,-0.550653
49,22,-0.525604
49,24,-0.477310
49,26,-0.431160
49,28,-0.386899
49,31,-0.323603
49,33,-0.283234
49,36,-0.225099
49,39,-0.169561
49,42,-0.116341
49,45,-0.065218
49,49,0.000000
49,53,0.062167
49,57,0.121568
49,62,0.192281
49,67,0.259411
49,73,0.335674
49,78,0.395955
49,85,0.475802
49,92,0.550814
49,99,0.621444
49,107,0.697302
49,116,0.777049
49,125,0.851485
49,135,0.928629
49,146,1.007481
49,157,1.080766
49,170,1.161075
49,184,1.240904
49,199,1.319815
49,214,1.392814
49,232,1.473715
49,250,1.548354
49,270,1.625028
49,292,1.702887
49,315,1.778111
49,340,1.853785
49,368,1.932133
49,397,2.007200
49,429,2.083914
49,463,2.159407
49,500,2.235536
49,540,2.311784
49,583,2.387735
49,630,2.464638
49,680,2.500000
49,735,2.500000
49,793,2.500000
49,857,2.500000
49,925,2.500000
49,999,2.500000
49,1079,2.500000
49,1165,2.500000
49,1258,2.500000
49,1358,2.500000
49,1467,2.500000
49,1584,2.500000
49,1710,2.500000
49,1847,2.500000
49,1994,2.500000
49,2153,2.500000
49,2325,2.500000
49,2511,2.500000
49,2711,2.500000
49,2928,2.500000
49,3161,2.500000
49,3414,2.500000
49,3686,2.500000
49,3980,2.500000
49,4298,2.500000
49,4641,2.500000
49,5011,2.500000
49,5411,2.500000
49,5842,2.500000
49,6309,2.500000
49,6812,2.500000
49,7355,2.500000
49,7942,2.500000
49,8576,2.500000
49,9260,2.500000
49,9999,2.500000
53,0,-1.601840
53,1,-1.498249
53,2,-1.410666
53,3,-1.334641
53,4,-1.267326
53,5,-1.206794
53,6,-1.151682
53,7,-1.100994
53,8,-1.053979
53,9,-1.010059
53,10,-0.968781
53,11,-0.929783
53,12,-0.892771
53,13,-0.857504
53,14,-0.823783
53,15,-0.791441
53,16,-0.760337
53,17,-0.730349
53,19,-0.673327
53,21,-0.619702
53,22,-0.593999
53,24,-0.544550
53,26,-0.497422
53,28,-0.452333
53,31,-0.388038
53,33,-0.347138
53,36,-0.288375
53,39,-0.232380
53,42,-0.178842
53,45,-0.127514
53,49,-0.062167
53,53,0.000000
53,57,0.059302
53,62,0.129787
53,67,0.196608
53,73,0.272428
53,78,0.332305
53,85,0.411558
53,92,0.485971
53,99,0.556015
53,107,0.631232
53,116,0.710311
53,125,0.784139
53,135,0.860682
53,146,0.938958
53,157,1.011751
53,170,1.091574
53,184,1.170981
53,199,1.249535
53,214,1.322257
53,232,1.402907
53,250,1.477364
53,270,1.553893
53,292,1.631643
53,315,1.706791
53,340,1.782413
53,368,1.860725
53,397,1.935770
53,429,2.012471
53,463,2.087956
53,500,2.164081
53,540,2.240327
53,583,2.316277
53,630,2.393179
53,680,2.468975
53,735,2.500000
53,793,2.500000
53,857,2.500000
53,925,2.500000
53,999,2.500000
53,1079,2.500000
53,1165,2.500000
53,1258,2.500000
53,1358,2.500000
53,1467,2.500000
53,1584,2.500000
53,1710,2.500000
53,1847,2.500000
53,1994,2.500000
53,2153,2.500000
53,2325,2.500000
53,2511,2.500000
53,2711,2.500000
53,2928,2.500000
53,3161,2.500000
53,3414,2.500000
53,3686,2.500000
53,3980,2.500000
53,4298,2.500000
53,4641,2.500000
53,5011,2.500000
53,5411,2.500000
53,5842,2.500000
53,6309,2.500000
53,6812,2.500000
53,7355,2.500000
53,7942,2.500000
53,8576,2.500000
53,9260,2.500000
53,9999,2.500000
57,0,-1.712489
57,1,-1.603267
57,2,-1.510980
57,3,-1.430940
57,4,-1.360142
57,5,-1.296554
57,6,-1.238733
57,7,-1.185627
57,8,-1.136440
57,9,-1.090559
57,10,-1.047503
57,11,-1.006887
57,12,-0.968398
57,13,-0.931781
57,14,-0.896821
57,15,-0.863342
57,16,-0.831190
57,17,-0.800238
57,19,-0.741505
57,21,-0.686422
57,22,-0.660071
57,24,-0.609467
57,26,-0.561353
57,28,-0.515422
57,31,-0.450089
57,33,-0.408626
57,36,-0.349182
57,39,-0.292667
57,42,-0.238743
57,45,-0.187141
57,49,-0.121568
57,53,-0.059302
57,57,0.000000
57,62,0.070380
57,67,0.137009
57,73,0.212523
57,78,0.272102
57,85,0.350901
57,92,0.424843
57,99,0.494416
57,107,0.569112
57,116,0.647640
57,125,0.720963
57,135,0.797001
57,146,0.874791
57,157,0.947167
57,170,1.026576
57,184,1.105621
57,199,1.183868
57,214,1.256351
57,232,1.336784
57,250,1.411082
57,270,1.487485
57,292,1.565140
57,315,1.640223
57,340,1.715799
57,368,1.794079
57,397,1.869105
57,429,1.945793
57,463,2.021272
57,500,2.097394
57,540,2.173637
57,583,2.249586
57,630,2.326488
57,680,2.402284
57,735,2.479515
57,793,2.500000
57,857,2.500000
57,925,2.500000
57,999,2.500000
57,1079,2.500000
57,1165,2.500000
57,1258,2.500000
57,1358,2.500000
57,1467,2.500000
57,1584,2.500000
57,1710,2.500000
57,1847,2.500000
57,1994,2.500000
57,2153,2.500000
57,2325,2.500000
57,2511,2.500000
57,2711,2.500000
57,2928,2.500000
57,3161,2.500000
57,3414,2.500000
57,3686,2.500000
57,3980,2.500000
57,4298,2.500000
57,4641,2.500000
57,5011,2.500000
57,5411,2.500000
57,5842,2.500000
57,6309,2.500000
57,6812,2.500000
57,7355,2.500000
57,7942,2.500000
57,8576,2.500000
57,9260,2.500000
57,9999,2.500000
62,0,-1.844229
62,1,-1.728495
62,2,-1.630757
62,3,-1.546053
62,4,-1.471202
62,5,-1.404049
62,6,-1.343063
62,7,-1.287125
62,8,-1.235388
62,9,-1.187199
62,10,-1.142046
62,11,-1.099517
62,12,-1.059279
62,13,-1.021056
62,14,-0.984621
62,15,-0.949782
62,16,-0.916377
62,17,-0.884266
62,19,-0.823468
62,21,-0.766611
62,22,-0.739469
62,24,-0.687447
62,26,-0.638110
62,28,-0.591123
62,31,-0.524474
62,33,-0.482285
62,36,-0.421942
62,39,-0.364721
62,42,-0.310252
62,45,-0.258236
62,49,-0.192281
62,53,-0.129787
62,57,-0.070380
62,62,0.000000
62,67,0.066520
62,73,0.141800
62,78,0.201126
62,85,0.279515
62,92,0.353013
62,99,0.422130
62,107,0.496312
62,116,0.574288
62,125,0.647097
62,135,0.722617
62,146,0.799905
62,157,0.871845
62,170,0.950821
62,184,1.029485
62,199,1.107407
62,214,1.179635
62,232,1.259837
62,250,1.333965
62,270,1.410233
62,292,1.487786
62,315,1.562797
62,340,1.638324
62,368,1.716570
62,397,1.791575
62,429,1.868250
62,463,1.943722
62,500,2.019839
62,540,2.096081
62,583,2.172029
62,630,2.248930
62,680,2.324725
62,735,2.401957
62,793,2.477416
62,857,2.500000
62,925,2.500000
62,999,2.500000
62,1079,2.500000
62,1165,2.500000
62,1258,2.500000
62,1358,2.500000
62,1467,2.500000
62,1584,2.500000
62,1710,2.500000
62,1847,2.500000
62,1994,2.500000
62,2153,2.500000
62,2325,2.500000
62,2511,2.500000
62,2711,2.500000
62,2928,2.500000
62,3161,2.500000
62,3414,2.500000
62,3686,2.500000
62,3980,2.500000
62,4298,2.500000
62,4641,2.500000
62,5011,2.500000
62,5411,2.500000
62,5842,2.500000
62,6309,2.500000
62,6812,2.500000
62,7355,2.500000
62,7942,2.500000
62,8576,2.500000
62,9260,2.500000
62,9999,2.500000
67,0,-1.968826
67,1,-1.847129
67,2,-1.744388
67,3,-1.655396
67,4,-1.576811
67,5,-1.506366
67,6,-1.442452
67,7,-1.383887
67,8,-1.329781
67,9,-1.279444
67,10,-1.232334
67,11,-1.188016
67,12,-1.146137
67,13,-1.106406
67,14,-1.068581
67,15,-1.032458
67,16,-0.997865
67,17,-0.964654
67,19,-0.901888
67,21,-0.843330
67,22,-0.815424
67,24,-0.762029
67,26,-0.711497
67,28,-0.663471
67,31,-0.595512
67,33,-0.552590
67,36,-0.491325
67,39,-0.433364
67,42,-0.378304
67,45,-0.325824
67,49,-0.259411
67,53,-0.196608
67,57,-0.137009
67,62,-0.066520
67,67,0.000000
67,73,0.075175
67,78,0.134352
67,85,0.212470
67,92,0.285650
67,99,0.354430
67,107,0.428221
67,116,0.505766
67,125,0.578168
67,135,0.653274
67,146,0.730155
67,157,0.801740
67,170,0.880359
67,184,0.958707
67,199,1.036358
67,214,1.108374
67,232,1.188381
67,250,1.262366
67,270,1.338520
67,292,1.415987
67,315,1.490938
67,340,1.566421
67,368,1.644638
67,397,1.719626
67,429,1.796290
67,463,1.871756
67,500,1.947869
67,540,2.024109
67,583,2.100056
67,630,2.176957
67,680,2.252752
67,735,2.329984
67,793,2.405442
67,857,2.482589
67,925,2.500000
67,999,2.500000
67,1079,2.500000
67,1165,2.500000
67,1258,2.500000
67,1358,2.500000
67,1467,2.500000
67,1584,2.500000
67,1710,2.500000
67,1847,2.500000
67,1994,2.500000
67,2153,2.500000
67,2325,2.500000
67,2511,2.500000
67,2711,2.500000
67,2928,2.500000
67,3161,2.500000
67,3414,2.500000
67,3686,2.500000
67,3980,2.500000
67,4298,2.500000
67,4641,2.500000
67,5011,2.500000
67,5411,2.500000
67,5842,2.500000
67,6309,2.500000
67,6812,2.500000
67,7355,2.500000
67,7942,2.500000
67,8576,2.500000
67,9260,2.500000
67,9999,2.500000
73,0,-2.109255
73,1,-1.981070
73,2,-1.872877
73,3,-1.779202
73,4,-1.696532
73,5,-1.622478
73,6,-1.555347
73,7,-1.493892
73,8,-1.437173
73,9,-1.384461
73,10,-1.335184
73,11,-1.288881
73,12,-1.245178
73,13,-1.203766
73,14,-1.164388
73,15,-1.126828
73,16,-1.090902
73,17,-1.056453
73,19,-0.991464
73,21,-0.930975
73,22,-0.902199
73,24,-0.847230
73,26,-0.795322
73,28,-0.746091
73,31,-0.676595
73,33,-0.632805
73,36,-0.570436
73,39,-0.511570
73,42,-0.455774
73,45,-0.402698
73,49,-0.335674
73,53,-0.272428
73,57,-0.212523
73,62,-0.141800
73,67,-0.075175
73,73,0.000000
73,78,0.059100
73,85,0.137030
73,92,0.209962
73,99,0.278458
73,107,0.351905
73,116,0.429061
73,125,0.501088
73,135,0.575804
73,146,0.652297
73,157,0.723541
73,170,0.801814
73,184,0.879854
73,199,0.957239
73,214,1.029044
73,232,1.108859
73,250,1.182701
73,270,1.258741
73,292,1.336120
73,315,1.411010
73,340,1.486451
73,368,1.564638
73,397,1.639608
73,429,1.716261
73,463,1.791720
73,500,1.867830
73,540,1.944068
73,583,2.020014
73,630,2.096915
73,680,2.172709
73,735,2.249941
73,793,2.325400
73,857,2.402546
73,925,2.478476
73,999,2.500000
73,1079,2.500000
73,1165,2.500000
73,1258,2.500000
73,1358,2.500000
73,1467,2.500000
73,1584,2.500000
73,1710,2.500000
73,1847,2.500000
73,1994,2.500000
73,2153,2.500000
73,2325,2.500000
73,2511,2.500000
73,2711,2.500000
73,2928,2.500000
73,3161,2.500000
73,3414,2.500000
73,3686,2.500000
73,3980,2.500000
73,4298,2.500000
73,4641,2.500000
73,5011,2.500000
73,5411,2.500000
73,5842,2.500000
73,6309,2.500000
73,6812,2.500000
73,7355,2.500000
73,7942,2.500000
73,8576,2.500000
73,9260,2.500000
73,9999,2.500000
78,0,-2.219046
78,1,-2.085968
78,2,-1.973654
78,3,-1.876435
78,4,-1.790667
78,5,-1.713873
78,6,-1.644294
78,7,-1.580636
78,8,-1.521922
78,9,-1.467395
78,10,-1.416458
78,11,-1.368631
78,12,-1.323525
78,13,-1.280818
78,14,-1.240241
78,15,-1.201569
78,16,-1.164611
78,17,-1.129201
78,19,-1.062481
78,21,-1.000481
78,22,-0.971022
78,24,-0.914814
78,26,-0.861815
78,28,-0.811624
78,31,-0.740896
78,33,-0.696403
78,36,-0.633131
78,39,-0.573517
78,42,-0.517102
78,45,-0.463518
78,49,-0.395955
78,53,-0.332305
78,57,-0.272102
78,62,-0.201126
78,67,-0.134352
78,73,-0.059100
78,78,0.000000
78,85,0.077861
78,92,0.150668
78,99,0.219006
78,107,0.292250
78,116,0.369166
78,125,0.440954
78,135,0.515419
78,146,0.591657
78,157,0.662673
78,170,0.740714
78,184,0.818545
78,199,0.895748
78,214,0.967409
78,232,1.047090
78,250,1.120834
78,270,1.196794
78,292,1.274112
78,315,1.348960
78,340,1.424370
78,368,1.502537
78,397,1.577493
78,429,1.654139
78,463,1.729593
78,500,1.805701
78,540,1.881937
78,583,1.957883
78,630,2.034783
78,680,2.110578
78,735,2.187809
78,793,2.263268
78,857,2.340415
78,925,2.416344
78,999,2.492907
78,1079,2.500000
78,1165,2.500000
78,1258,2.500000
78,1358,2.500000
78,1467,2.500000
78,1584,2.500000
78,1710,2.500000
78,1847,2.500000
78,1994,2.500000
78,2153,2.500000
78,2325,2.500000
78,2511,2.500000
78,2711,2.500000
78,2928,2.500000
78,3161,2.500000
78,3414,2.500000
78,3686,2.500000
78,3980,2.500000
78,4298,2.500000
78,4641,2.500000
78,5011,2.500000
78,5411,2.500000
78,5842,2.500000
78,6309,2.500000
78,6812,2.500000
78,7355,2.500000
78,7942,2.500000
78,8576,2.500000
78,9260,2.500000
78,9999,2.500000
85,0,-2.362348
85,1,-2.223130
85,2,-2.105638
85,3,-2.003956
85,4,-1.914281
85,5,-1.834026
85,6,-1.761350
85,7,-1.694901
85,8,-1.633656
85,9,-1.576820
85,10,-1.523768
85,11,-1.473998
85,12,-1.427100
85,13,-1.382735
85,14,-1.340622
85,15,-1.300523
85,16,-1.262235
85,17,-1.225587
85,19,-1.156629
85,21,-1.092668
85,22,-1.062320
85,24,-1.004493
85,26,-0.950064
85,28,-0.898607
85,31,-0.826244
85,33,-0.780812
85,36,-0.716324
85,39,-0.655692
85,42,-0.598426
85,45,-0.544130
85,49,-0.475802
85,53,-0.411558
85,57,-0.350901
85,62,-0.279515
85,67,-0.212470
85,73,-0.137030
85,78,-0.077861
85,85,0.000000
85,92,0.072728
85,99,0.140934
85,107,0.213989
85,116,0.290667
85,125,0.362211
85,135,0.436408
85,146,0.512372
85,157,0.583139
85,170,0.660922
85,184,0.738519
85,199,0.815517
85,214,0.887013
85,232,0.966542
85,250,1.040172
85,270,1.116040
85,292,1.193288
85,315,1.268086
85,340,1.343461
85,368,1.421604
85,397,1.496545
85,429,1.573181
85,463,1.648630
85,500,1.724734
85,540,1.800969
85,583,1.876914
85,630,1.953814
85,680,2.029609
85,735,2.106840
85,793,2.182299
85,857,2.259446
85,925,2.335375
85,999,2.411938
85,1079,2.488604
85,1165,2.500000
85,1258,2.500000
85,1358,2.500000
85,1467,2.500000
85,1584,2.500000
85,1710,2.500000
85,1847,2.500000
85,1994,2.500000
85,2153,2.500000
85,2325,2.500000
85,2511,2.500000
85,2711,2.500000
85,2928,2.500000
85,3161,2.500000
85,3414,2.500000
85,3686,2.500000
85,3980,2.500000
85,4298,2.500000
85,4641,2.500000
85,5011,2.500000
85,5411,2.500000
85,5842,2.500000
85,6309,2.500000
85,6812,2.500000
85,7355,2.500000
85,7942,2.500000
85,8576,2.500000
85,9260,2.500000
85,9999,2.500000
92,0,-2.494336
92,1,-2.349722
92,2,-2.227672
92,3,-2.122055
92,4,-2.028930
92,5,-1.945612
92,6,-1.870193
92,7,-1.801267
92,8,-1.737770
92,9,-1.678879
92,10,-1.623941
92,11,-1.572435
92,12,-1.523932
92,13,-1.478081
92,14,-1.434588
92,15,-1.393204
92,16,-1.353719
92,17,-1.315952
92,19,-1.244967
92,21,-1.179225
92,22,-1.148065
92,24,-1.088758
92,26,-1.033016
92,28,-0.980391
92,31,-0.906510
92,33,-0.860201
92,36,-0.794569
92,39,-0.732969
92,42,-0.674885
92,45,-0.619898
92,49,-0.550814
92,53,-0.485971
92,57,-0.424843
92,62,-0.353013
92,67,-0.285650
92,73,-0.209962
92,78,-0.150668
92,85,-0.072728
92,92,0.000000
92,99,0.068152
92,107,0.141101
92,116,0.217629
92,125,0.289006
92,135,0.363015
92,146,0.438778
92,157,0.509360
92,170,0.586947
92,184,0.664364
92,199,0.741203
92,214,0.812570
92,232,0.891979
92,250,0.965518
92,270,1.041313
92,292,1.118504
92,315,1.193262
92,340,1.268609
92,368,1.346731
92,397,1.421661
92,429,1.498289
92,463,1.573734
92,500,1.649836
92,540,1.726069
92,583,1.802013
92,630,1.878913
92,680,1.954707
92,735,2.031939
92,793,2.107398
92,857,2.184544
92,925,2.260474
92,999,2.337036
92,1079,2.413702
92,1165,2.490048
92,1258,2.500000
92,1358,2.500000
92,1467,2.500000
92,1584,2.500000
92,1710,2.500000
92,1847,2.500000
92,1994,2.500000
92,2153,2.500000
92,2325,2.500000
92,2511,2.500000
92,2711,2.500000
92,2928,2.500000
92,3161,2.500000
92,3414,2.500000
92,3686,2.500000
92,3980,2.500000
92,4298,2.500000
92,4641,2.500000
92,5011,2.500000
92,5411,2.500000
92,5842,2.500000
92,6309,2.500000
92,6812,2.500000
92,7355,2.500000
92,7942,2.500000
92,8576,2.500000
92,9260,2.500000
92,9999,2.500000
99,0,-2.500000
99,1,-2.466570
99,2,-2.340513
99,3,-2.231432
99,4,-2.135265
99,5,-2.049244
99,6,-1.971398
99,7,-1.900278
99,8,-1.834785
99,9,-1.774068
99,10,-1.717454
99,11,-1.664401
99,12,-1.614467
99,13,-1.567289
99,14,-1.522561
99,15,-1.480027
99,16,-1.439467
99,17,-1.400695
99,19,-1.327885
99,21,-1.260533
99,22,-1.228638
99,24,-1.167987
99,26,-1.111048
99,28,-1.057354
99,31,-0.982077
99,33,-0.934958
99,36,-0.868263
99,39,-0.805758
99,42,-0.746902
99,45,-0.691257
99,49,-0.621444
99,53,-0.556015
99,57,-0.494416
99,62,-0.422130
99,67,-0.354430
99,73,-0.278458
99,78,-0.219006
99,85,-0.140934
99,92,-0.068152
99,99,0.000000
99,107,0.072904
99,116,0.149345
99,125,0.220615
99,135,0.294493
99,146,0.370112
99,157,0.440557
99,170,0.517997
99,184,0.595276
99,199,0.671991
99,214,0.743258
99,232,0.822571
99,250,0.896038
99,270,0.971774
99,292,1.048920
99,315,1.123645
99,340,1.198969
99,368,1.277075
99,397,1.351995
99,429,1.428617
99,463,1.504058
99,500,1.580158
99,540,1.656390
99,583,1.732334
99,630,1.809233
99,680,1.885028
99,735,1.962259
99,793,2.037718
99,857,2.114864
99,925,2.190794
99,999,2.267356
99,1079,2.344022
99,1165,2.420368
99,1258,2.496854
99,1358,2.500000
99,1467,2.500000
99,1584,2.500000
99,1710,2.500000
99,1847,2.500000
99,1994,2.500000
99,2153,2.500000
99,2325,2.500000
99,2511,2.500000
99,2711,2.500000
99,2928,2.500000
99,3161,2.500000
99,3414,2.500000
99,3686,2.500000
99,3980,2.500000
99,4298,2.500000
99,4641,2.500000
99,5011,2.500000
99,5411,2.500000
99,5842,2.500000
99,6309,2.500000
99,6812,2.500000
99,7355,2.500000
99,7942,2.500000
99,8576,2.500000
99,9260,2.500000
99,9999,2.500000
107,0,-2.500000
107,1,-2.500000
107,2,-2.459171
107,3,-2.346641
107,4,-2.247441
107,5,-2.158719
107,6,-2.078447
107,7,-2.005131
107,8,-1.937637
107,9,-1.875087
107,10,-1.816787
107,11,-1.762177
107,12,-1.710801
107,13,-1.662283
107,14,-1.616308
107,15,-1.572609
107,16,-1.530960
107,17,-1.491168
107,19,-1.416501
107,21,-1.347506
107,22,-1.314861
107,24,-1.252832
107,26,-1.194662
107,28,-1.139867
107,31,-1.063145
107,33,-1.015182
107,36,-0.947376
107,39,-0.883918
107,42,-0.824245
107,45,-0.767898
107,49,-0.697302
107,53,-0.631232
107,57,-0.569112
107,62,-0.496312
107,67,-0.428221
107,73,-0.351905
107,78,-0.292250
107,85,-0.213989
107,92,-0.141101
107,99,-0.072904
107,107,0.000000
107,116,0.076398
107,125,0.147596
107,135,0.221379
107,146,0.296885
107,157,0.367218
107,170,0.444535
107,184,0.521695
107,199,0.598303
107,214,0.669481
107,232,0.748710
107,250,0.822112
107,270,0.897795
107,292,0.974900
107,315,1.049595
107,340,1.124898
107,368,1.202989
107,397,1.277900
107,429,1.354516
107,463,1.429953
107,500,1.506052
107,540,1.582283
107,583,1.658226
107,630,1.735125
107,680,1.810920
107,735,1.888151
107,793,1.963610
107,857,2.040756
107,925,2.116686
107,999,2.193248
107,1079,2.269914
107,1165,2.346260
107,1258,2.422746
107,1358,2.498945
107,1467,2.500000
107,1584,2.500000
107,1710,2.500000
107,1847,2.500000
107,1994,2.500000
107,2153,2.500000
107,2325,2.500000
107,2511,2.500000
107,2711,2.500000
107,2928,2.500000
107,3161,2.500000
107,3414,2.500000
107,3686,2.500000
107,3980,2.500000
107,4298,2.500000
107,4641,2.500000
107,5011,2.500000
107,5411,2.500000
107,5842,2.500000
107,6309,2.500000
107,6812,2.500000
107,7355,2.500000
107,7942,2.500000
107,8576,2.500000
107,9260,2.500000
107,9999,2.500000
116,0,-2.500000
116,1,-2.500000
116,2,-2.500000
116,3,-2.464949
116,4,-2.362829
116,5,-2.271506
116,6,-2.188893
116,7,-2.113454
116,8,-2.044023
116,9,-1.979698
116,10,-1.919762
116,11,-1.863639
116,12,-1.810861
116,13,-1.761038
116,14,-1.713845
116,15,-1.669009
116,16,-1.626295
116,17,-1.585504
116,19,-1.509016
116,21,-1.438405
116,22,-1.405019
116,24,-1.341628
116,26,-1.282239
116,28,-1.226348
116,31,-1.148184
116,33,-1.099376
116,36,-1.030451
116,39,-0.966029
116,42,-0.905523
116,45,-0.848457
116,49,-0.777049
116,53,-0.710311
116,57,-0.647640
116,62,-0.574288
116,67,-0.505766
116,73,-0.429061
116,78,-0.369166
116,85,-0.290667
116,92,-0.217629
116,99,-0.149345
116,107,-0.076398
116,116,0.000000
116,125,0.071165
116,135,0.144889
116,146,0.220315
116,157,0.290565
116,170,0.367785
116,184,0.444851
116,199,0.521370
116,214,0.592474
116,232,0.671632
116,250,0.744979
116,270,0.820616
116,292,0.897685
116,315,0.972355
116,340,1.047639
116,368,1.125717
116,397,1.200620
116,429,1.277230
116,463,1.352665
116,500,1.428762
116,540,1.504992
116,583,1.580935
116,630,1.657834
116,680,1.733628
116,735,1.810860
116,793,1.886318
116,857,1.963465
116,925,2.039394
116,999,2.115957
116,1079,2.192623
116,1165,2.268968
116,1258,2.345455
116,1358,2.421653
116,1467,2.498587
116,1584,2.500000
116,1710,2.500000
116,1847,2.500000
116,1994,2.500000
116,2153,2.500000
116,2325,2.500000
116,2511,2.500000
116,2711,2.500000
116,2928,2.500000
116,3161,2.500000
116,3414,2.500000
116,3686,2.500000
116,3980,2.500000
116,4298,2.500000
116,4641,2.500000
116,5011,2.500000
116,5411,2.500000
116,5842,2.500000
116,6309,2.500000
116,6812,2.500000
116,7355,2.500000
116,7942,2.500000
116,8576,2.500000
116,9260,2.500000
116,9999,2.500000
125,0,-2.500000
125,1,-2.500000
125,2,-2.500000
125,3,-2.500000
125,4,-2.467970
125,5,-2.374441
125,6,-2.289842
125,7,-2.212600
125,8,-2.141523
125,9,-2.075686
125,10,-2.014355
125,11,-1.956942
125,12,-1.902964
125,13,-1.852025
125,14,-1.803789
125,15,-1.757978
125,16,-1.714350
125,17,-1.672699
125,19,-1.594642
125,21,-1.522635
125,22,-1.488609
125,24,-1.424037
125,26,-1.363588
125,28,-1.306743
125,31,-1.227317
125,33,-1.177767
125,36,-1.107856
125,39,-1.042580
125,42,-0.981334
125,45,-0.923623
125,49,-0.851485
125,53,-0.784139
125,57,-0.720963
125,62,-0.647097
125,67,-0.578168
125,73,-0.501088
125,78,-0.440954
125,85,-0.362211
125,92,-0.289006
125,99,-0.220615
125,107,-0.147596
125,116,-0.071165
125,125,0.000000
125,135,0.073699
125,146,0.149082
125,157,0.219280
125,170,0.296437
125,184,0.373438
125,199,0.449894
125,214,0.520945
125,232,0.600050
125,250,0.673356
125,270,0.748959
125,292,0.826000
125,315,0.900651
125,340,0.975921
125,368,1.053989
125,397,1.128885
125,429,1.205491
125,463,1.280924
125,500,1.357019
125,540,1.433249
125,583,1.509191
125,630,1.586090
125,680,1.661884
125,735,1.739116
125,793,1.814574
125,857,1.891721
125,925,1.967650
125,999,2.044213
125,1079,2.120879
125,1165,2.197225
125,1258,2.273711
125,1358,2.349909
125,1467,2.426843
125,1584,2.500000
125,1710,2.500000
125,1847,2.500000
125,1994,2.500000
125,2153,2.500000
125,2325,2.500000
125,2511,2.500000
125,2711,2.500000
125,2928,2.500000
125,3161,2.500000
125,3414,2.500000
125,3686,2.500000
125,3980,2.500000
125,4298,2.500000
125,4641,2.500000
125,5011,2.500000
125,5411,2.500000
125,5842,2.500000
125,6309,2.500000
125,6812,2.500000
125,7355,2.500000
125,7942,2.500000
125,8576,2.500000
125,9260,2.500000
125,9999,2.500000
135,0,-2.500000
135,1,-2.500000
135,2,-2.500000
135,3,-2.500000
135,4,-2.500000
135,5,-2.478576
135,6,-2.392125
135,7,-2.313199
135,8,-2.240583
135,9,-2.173330
135,10,-2.110693
135,11,-2.052069
135,12,-1.996965
135,13,-1.944976
135,14,-1.895760
135,15,-1.849029
135,16,-1.804538
135,17,-1.762077
135,19,-1.682535
135,21,-1.609205
135,22,-1.574570
135,24,-1.508876
135,26,-1.447417
135,28,-1.389658
135,31,-1.309023
135,33,-1.258760
135,36,-1.187897
135,39,-1.121795
135,42,-1.059827
135,45,-1.001486
135,49,-0.928629
135,53,-0.860682
135,57,-0.797001
135,62,-0.722617
135,67,-0.653274
135,73,-0.575804
135,78,-0.515419
135,85,-0.436408
135,92,-0.363015
135,99,-0.294493
135,107,-0.221379
135,116,-0.144889
135,125,-0.073699
135,135,0.000000
135,146,0.075363
135,157,0.145529
135,170,0.222643
135,184,0.299596
135,199,0.376005
135,214,0.447013
135,232,0.526076
135,250,0.599350
135,270,0.674924
135,292,0.751943
135,315,0.826577
135,340,0.901834
135,368,0.979894
135,397,1.054784
135,429,1.131388
135,463,1.206818
135,500,1.282912
135,540,1.359142
135,583,1.435084
135,630,1.511982
135,680,1.587776
135,735,1.665008
135,793,1.740466
135,857,1.817613
135,925,1.893542
135,999,1.970105
135,1079,2.046771
135,1165,2.123117
135,1258,2.199603
135,1358,2.275801
135,1467,2.352735
135,1584,2.429218
135,1710,2.500000
135,1847,2.500000
135,1994,2.500000
135,2153,2.500000
135,2325,2.500000
135,2511,2.500000
135,2711,2.500000
135,2928,2.500000
135,3161,2.500000
135,3414,2.500000
135,3686,2.500000
135,3980,2.500000
135,4298,2.500000
135,4641,2.500000
135,5011,2.500000
135,5411,2.500000
135,5842,2.500000
135,6309,2.500000
135,6812,2.500000
135,7355,2.500000
135,7942,2.500000
135,8576,2.500000
135,9260,2.500000
135,9999,2.500000
146,0,-2.500000
146,1,-2.500000
146,2,-2.500000
146,3,-2.500000
146,4,-2.500000
146,5,-2.500000
